"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Scorcia V.; De Luca V.; Lucisano A.; Bruzzichessi D.; Balestrieri M.; Soda M.; Myerscough J.; Busin M.","Scorcia, Vincenzo (24554546300); De Luca, Valentina (57002719300); Lucisano, Andrea (54923648200); Bruzzichessi, Donatella (6507006253); Balestrieri, Marco (57209447910); Soda, Mauro (57209242222); Myerscough, James (56155557300); Busin, Massimo (57205977383)","24554546300; 57002719300; 54923648200; 6507006253; 57209447910; 57209242222; 56155557300; 57205977383","Comparison of corneal densitometry between big-bubble and visco-bubble deep anterior lamellar keratoplasty","2020","British Journal of Ophthalmology","104","3","","336","340","4","16","10.1136/bjophthalmol-2018-313509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066986097&doi=10.1136%2fbjophthalmol-2018-313509&partnerID=40&md5=b8149ab4dbf273a1c6cb415bc888b70b","Article","Final","","Scopus","2-s2.0-85066986097"
"Rotfogel Z.; Pellegrini M.; Franco E.; Zauli G.; Yu A.C.; Busin M.","Rotfogel, Ziv (51764275600); Pellegrini, Marco (57200399011); Franco, Elena (57055064300); Zauli, Giorgio (7006419422); Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383)","51764275600; 57200399011; 57055064300; 7006419422; 57216633741; 57205977383","Impact of topographic hot spots on the refractive outcomes of combined DMEK and cataract surgery","2023","Journal of Cataract and Refractive Surgery","49","8","","848","852","4","1","10.1097/j.jcrs.0000000000001192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167414599&doi=10.1097%2fj.jcrs.0000000000001192&partnerID=40&md5=fd1d1d53b75facaf065e0f0556f0497c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85167414599"
"Elkadim M.; Myerscough J.; Bovone C.; Busin M.","Elkadim, Mohamed (57209474877); Myerscough, James (56155557300); Bovone, Cristina (24476942500); Busin, Massimo (57205977383)","57209474877; 56155557300; 24476942500; 57205977383","A novel blunt dissection technique to treat modified deep anterior lamellar keratoplasty (DALK)-associated high astigmatism","2020","Eye (Basingstoke)","34","8","","1432","1437","5","14","10.1038/s41433-019-0686-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085090944&doi=10.1038%2fs41433-019-0686-6&partnerID=40&md5=b969eae54a1cab700ca95af94c0ba2f5","Article","Final","","Scopus","2-s2.0-85085090944"
"Roberts H.W.; Gunasekera C.D.; Law E.M.; Seifelnasr M.; Giannaccare G.; Busin M.; Myerscough J.","Roberts, Harry W. (56030249800); Gunasekera, Chrishan D. (56703125100); Law, Elizabeth M. (56227525200); Seifelnasr, Mohamed (55847260800); Giannaccare, Giuseppe (55753474700); Busin, Massimo (57205977383); Myerscough, James (56155557300)","56030249800; 56703125100; 56227525200; 55847260800; 55753474700; 57205977383; 56155557300","Sutureless Tectonic Mini-Descemet's Stripping Automated Endothelial Keratoplasty (“mini-DSAEK”) for the management of corneal perforations","2022","European Journal of Ophthalmology","32","4","","2133","2140","7","7","10.1177/11206721211050034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117121263&doi=10.1177%2f11206721211050034&partnerID=40&md5=e46c49debd75d1756e248d836c6db8b4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85117121263"
"dell’Omo R.; Filippelli M.; Virgili G.; Bandello F.; Querques G.; Lanzetta P.; Avitabile T.; Viola F.; Reibaldi M.; Semeraro F.; Quaranta L.; Rizzo S.; Midena E.; Campagna G.; Costagliola C.; Marolo P.; Traverso C.E.; Iester M.; Cutolo C.A.; Azzolini C.; Donati S.; Premi E.; Nucci P.; Vujosevic S.; Staurenghi G.; Bottoni F.; Romano F.; Grosso D.; Borrelli E.; Sacconi R.; Milella P.; Ganci S.; Romano M.R.; Ricciardelli G.; Allegrini D.; Casaluci M.; Romano D.; Marchini G.; Chemello F.; Amantea C.; Frisina R.; Pilotto E.; Parrozzani R.; Veritti D.; Sarao V.; Daniele T.; Busin M.; Parmeggiani F.; De Nadai K.; Furiosi L.; Mastropasqua R.; Battaglia B.; Gironi M.; Gandolfi S.; Luciani E.; Mora P.; Schiavi C.; Bertaccini P.; Finzi A.; Roda M.; Cagini C.; Lupidi M.; Giansanti F.; Bacherini D.; Tosi G.; De Benedetto E.; Nardi M.; Figus M.; Posarelli C.; Mariotti C.; Pirani V.; Nicolai M.; Bonini S.; Coassin M.; Di Zazzo A.; Savastano M.; Savastano A.; Gambini G.; Vico U.D.; Spadea L.; Iannaccone A.; Nucci C.; Ricci F.; Aiello F.; Afflitto G.G.; Mastropasqua L.; D’Onofio G.; Evangelista F.; Brescia L.; Napolitano P.; Polisena P.; Gianfrancesco N.; Trivisonno D.; Petti F.; Simonelli F.; Rossi S.; Tartaglione A.; Rosa N.; Bernardo M.D.; Iaculli C.; Valeria Bux A.; Maggiore G.; Boscia F.; Sborgia G.; Grassi M.O.; Scorcia V.; Giannaccare G.; Parisi G.; Cillino S.; Alaimo F.; Aragona P.; Meduri A.; Pinna A.; Sollazzo A.; Peiretti E.; Siotto E.","dell’Omo, Roberto (57206845559); Filippelli, Mariaelena (55873651100); Virgili, Gianni (7006732630); Bandello, Francesco (7005217575); Querques, Giuseppe (23028862200); Lanzetta, Paolo (57202570679); Avitabile, Teresio (6701816142); Viola, Francesco (36017806100); Reibaldi, Michele (6506658141); Semeraro, Francesco (6604045874); Quaranta, Luciano (7005040817); Rizzo, Stanislao (57202568233); Midena, Edoardo (7003878964); Campagna, Giuseppe (56707177600); Costagliola, Ciro (7005333151); Marolo, Paola (57203403608); Traverso, Carlo Enrico (7005622632); Iester, Michele (7006835024); Cutolo, Carlo Alberto (55704978000); Azzolini, Claudio (36127411000); Donati, Simone (55236626100); Premi, Elias (57208594438); Nucci, Paolo (7005956465); Vujosevic, Stela (22954948000); Staurenghi, Giovanni (55885053000); Bottoni, Ferdinando (6701436311); Romano, Francesco (57193156176); Grosso, Domenico (57218123236); Borrelli, Enrico (56197063800); Sacconi, Riccardo (56017428800); Milella, Paolo (57222618791); Ganci, Simone (57222618713); Romano, Mario R. (35249070500); Ricciardelli, Gabriella (36523971800); Allegrini, Davide (57021894200); Casaluci, Marco (57204422927); Romano, Davide (55947780400); Marchini, Giorgio (7005720033); Chemello, Francesca (57195457105); Amantea, Camilla (57190490519); Frisina, Rino (55657095900); Pilotto, Elisabetta (6507937279); Parrozzani, Raffaele (23987929200); Veritti, Daniele (6504054234); Sarao, Valentina (36553352500); Daniele, Tognetto (57272862000); Busin, Massimo (57205977383); Parmeggiani, Francesco (6701707662); De Nadai, Katia (36552254300); Furiosi, Luca (57217492848); Mastropasqua, Rodolfo (37117425300); Battaglia, Bruno (36763291700); Gironi, Matteo (57219392023); Gandolfi, Stefano (57225797933); Luciani, Enrico (57273599700); Mora, Paolo (7103126536); Schiavi, Costantino (57201792396); Bertaccini, Patrizia (57272183100); Finzi, Alessandro (56116681000); Roda, Matilde (57208165286); Cagini, Carlo (6602474070); Lupidi, Marco (55648731900); Giansanti, Fabrizio (6603289969); Bacherini, Daniela (35728271000); Tosi, Gianmarco (7006769381); De Benedetto, Elena (57219279939); Nardi, Marco (55550143000); Figus, Michele (6602854499); Posarelli, Chiara (35389533400); Mariotti, Cesare (7005081878); Pirani, Vittorio (56538645200); Nicolai, Michele (18335969400); Bonini, Stefano (60077858100); Coassin, Marco (9434571800); Di Zazzo, Antonio (35168893000); Savastano, Mariacristina (9737246300); Savastano, Alfonso (35541407600); Gambini, Gloria (56536567500); Vico, Umberto De (57273109200); Spadea, Leopoldo (7004058127); Iannaccone, Andrea (36059179300); Nucci, Carlo (35300243700); Ricci, Federico (7103269522); Aiello, Francesco (57094732600); Afflitto, Gabriele Gallo (58487936000); Mastropasqua, Leonardo (7005567403); D’Onofio, Giada (57274089900); Evangelista, Federica (57195740825); Brescia, Lorenza (56376297900); Napolitano, Pasquale (55880422300); Polisena, Paolo (20436640200); Gianfrancesco, Nicolina (57272375600); Trivisonno, Domenico (57273599800); Petti, Francesco (57494176100); Simonelli, Francesca (7003553627); Rossi, Settimio (7202574063); Tartaglione, Antonio (7004744476); Rosa, Nicola (58503463100); Bernardo, Maddalena De (23011306700); Iaculli, Cristiana (23097907400); Valeria Bux, Anna (57273599900); Maggiore, Giulia (57222550517); Boscia, Francesco (6604066962); Sborgia, Giancarlo (7004056387); Grassi, Maria Oliva (57195527510); Scorcia, Vincenzo (24554546300); Giannaccare, Giuseppe (55753474700); Parisi, Guglielmo (57193383404); Cillino, Salvatore (6602147222); Alaimo, Francesco (58580539500); Aragona, Pasquale (7004089708); Meduri, Alessandro (16175888700); Pinna, Antonio (34571663000); Sollazzo, Andrea (57273851400); Peiretti, Enrico (12777295700); Siotto, Emanuele (57272862100)","57206845559; 55873651100; 7006732630; 7005217575; 23028862200; 57202570679; 6701816142; 36017806100; 6506658141; 6604045874; 7005040817; 57202568233; 7003878964; 56707177600; 7005333151; 57203403608; 7005622632; 7006835024; 55704978000; 36127411000; 55236626100; 57208594438; 7005956465; 22954948000; 55885053000; 6701436311; 57193156176; 57218123236; 56197063800; 56017428800; 57222618791; 57222618713; 35249070500; 36523971800; 57021894200; 57204422927; 55947780400; 7005720033; 57195457105; 57190490519; 55657095900; 6507937279; 23987929200; 6504054234; 36553352500; 57272862000; 57205977383; 6701707662; 36552254300; 57217492848; 37117425300; 36763291700; 57219392023; 57225797933; 57273599700; 7103126536; 57201792396; 57272183100; 56116681000; 57208165286; 6602474070; 55648731900; 6603289969; 35728271000; 7006769381; 57219279939; 55550143000; 6602854499; 35389533400; 7005081878; 56538645200; 18335969400; 60077858100; 9434571800; 35168893000; 9737246300; 35541407600; 56536567500; 57273109200; 7004058127; 36059179300; 35300243700; 7103269522; 57094732600; 58487936000; 7005567403; 57274089900; 57195740825; 56376297900; 55880422300; 20436640200; 57272375600; 57273599800; 57494176100; 7003553627; 7202574063; 7004744476; 58503463100; 23011306700; 23097907400; 57273599900; 57222550517; 6604066962; 7004056387; 57195527510; 24554546300; 55753474700; 57193383404; 6602147222; 58580539500; 7004089708; 16175888700; 34571663000; 57273851400; 12777295700; 57272862100","Effect of COVID-19-related lockdown on ophthalmic practice in Italy: A report from 39 institutional centers","2022","European Journal of Ophthalmology","32","1","","695","703","8","40","10.1177/11206721211002442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112702508&doi=10.1177%2f11206721211002442&partnerID=40&md5=7d9487a57d005012065be495b961fc80","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85112702508"
"Strianese A.; de Ruvo V.; Giannaccare G.; Bolognesi F.; Biglioli F.; Allevi F.; Tarabbia F.; Pellegrini M.; Yu A.C.; Salgari N.; Lozza A.; Rossetti L.; Busin M.; Fogagnolo P.","Strianese, Alfonso (57216752361); de Ruvo, Valentino (57217823486); Giannaccare, Giuseppe (55753474700); Bolognesi, Federico (57201417696); Biglioli, Federico (6701920895); Allevi, Fabiana (55382703900); Tarabbia, Filippo (37063602000); Pellegrini, Marco (57200399011); Yu, Angeli Christy (57216633741); Salgari, Niccolò (56040111200); Lozza, Alessandro (6602235387); Rossetti, Luca (57078136300); Busin, Massimo (57205977383); Fogagnolo, Paolo (6506256494)","57216752361; 57217823486; 55753474700; 57201417696; 6701920895; 55382703900; 37063602000; 57200399011; 57216633741; 56040111200; 6602235387; 57078136300; 57205977383; 6506256494","Long-Term Evaluation of Patients with Neurotrophic Keratopathy Undergoing Staged Keratoplasty After Corneal Neurotization","2025","Current Eye Research","50","1","","18","22","4","5","10.1080/02713683.2024.2396379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203391065&doi=10.1080%2f02713683.2024.2396379&partnerID=40&md5=47c2125778a516b5df3b9d8638cefc47","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85203391065"
"Pellegrini M.; Scorcia V.; Giannaccare G.; Lucisano A.; Vaccaro S.; Battaglia C.; Yu A.C.; Bovone C.; Busin M.; Spena R.","Pellegrini, Marco (57200399011); Scorcia, Vincenzo (24554546300); Giannaccare, Giuseppe (55753474700); Lucisano, Andrea (54923648200); Vaccaro, Sabrina (57217202498); Battaglia, Caterina (57222602800); Yu, Angeli Christy (57216633741); Bovone, Cristina (24476942500); Busin, Massimo (57205977383); Spena, Rossella (57202377384)","57200399011; 24554546300; 55753474700; 54923648200; 57217202498; 57222602800; 57216633741; 24476942500; 57205977383; 57202377384","Corneal neovascularisation following deep anterior lamellar keratoplasty for corneal ectasia: Incidence, timing and risk factors","2022","British Journal of Ophthalmology","106","10","","1363","1367","4","8","10.1136/bjophthalmol-2021-319339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105775643&doi=10.1136%2fbjophthalmol-2021-319339&partnerID=40&md5=c2767ad832fdcb46b1543ac8bb2fe6dc","Article","Final","","Scopus","2-s2.0-85105775643"
"Pellegrini M.; Yu A.C.; Bovone C.; Adamo G.; Talli P.M.; Nasini F.; Ponzin D.; Busin M.; Mura M.","Pellegrini, Marco (57200399011); Yu, Angeli Christy (57216633741); Bovone, Cristina (24476942500); Adamo, Ginevra (57615329300); Talli, Pietro Maria (57131129400); Nasini, Francesco (56545643100); Ponzin, Diego (6603422101); Busin, Massimo (57205977383); Mura, Marco (57208548443)","57200399011; 57216633741; 24476942500; 57615329300; 57131129400; 56545643100; 6603422101; 57205977383; 57208548443","Letter to the Editor Concerning the manuscript entitled ""Outcomes of Descemet Membrane Epiretinal Graft for Refractory Macular Hole Closure""","2025","Retina","","","4599","","","","0","10.1097/IAE.0000000000004599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010657076&doi=10.1097%2fIAE.0000000000004599&partnerID=40&md5=e0db2105d3fe09cb028582f9a323bffc","Letter","Article in press","","Scopus","2-s2.0-105010657076"
"Nuijts R.M.M.A.; Ollivier R.C.I.; Schlereth S.; Cursiefen C.; Busin M.; Yu A.C.; Alió J.; Borderie V.; Shetty R.; Nagaraja H.; Sethu S.","Nuijts, Rudy M.M.A. (6701566749); Ollivier, Robin C.I. (57462022100); Schlereth, Simona (56113924200); Cursiefen, Claus (7006080779); Busin, Massimo (57205977383); Yu, Angeli Christy (57216633741); Alió, Jorge (55976898900); Borderie, Vincent (7004566019); Shetty, Rohit (23478872600); Nagaraja, Harsha (55848622400); Sethu, Swaminathan (24336292200)","6701566749; 57462022100; 56113924200; 7006080779; 57205977383; 57216633741; 55976898900; 7004566019; 23478872600; 55848622400; 24336292200","Decreased vision due to scarring after phototherapeutic keratectomy","2024","Journal of Cataract and Refractive Surgery","50","10","","1094","1098","4","1","10.1097/j.jcrs.0000000000001529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205083660&doi=10.1097%2fj.jcrs.0000000000001529&partnerID=40&md5=4710ee2ef502e17318a1ea9f57a925ea","Article","Final","","Scopus","2-s2.0-85205083660"
"Yu A.C.; Busin M.","Yu, Angeli Christy (57216633741); Busin, Massimo (57205977383)","57216633741; 57205977383","Comment on: ""descemet-Stripping Automated Endothelial Keratoplasty Centration and Interface Folds: Surgical Management""","2021","Cornea","40","3","","E4","E5","1","0","10.1097/ICO.0000000000002592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102018801&doi=10.1097%2fICO.0000000000002592&partnerID=40&md5=0e9384f57028a1510c79c9df752e6510","Letter","Final","","Scopus","2-s2.0-85102018801"
"Casciano F.; Zauli E.; Busin M.; Caruso L.; AlMesfer S.; Al-Swailem S.; Zauli G.; Yu A.C.","Casciano, Fabio (46061844800); Zauli, Enrico (57748279800); Busin, Massimo (57205977383); Caruso, Lorenzo (55586404800); AlMesfer, Saleh (55823780100); Al-Swailem, Samar (10638920500); Zauli, Giorgio (7006419422); Yu, Angeli Christy (57216633741)","46061844800; 57748279800; 57205977383; 55586404800; 55823780100; 10638920500; 7006419422; 57216633741","State of the Art of Pharmacological Activators of p53 in Ocular Malignancies","2023","Cancers","15","14","3593","","","","6","10.3390/cancers15143593","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167852499&doi=10.3390%2fcancers15143593&partnerID=40&md5=34e61b37673adfbe4d0b5f69b7f41e9b","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85167852499"
"Scorcia V.; De Luca V.; Lucisano A.; Carnevali A.; Carnovale Scalzo G.; Bovone C.; Busin M.","Scorcia, Vincenzo (24554546300); De Luca, Valentina (57002719300); Lucisano, Andrea (54923648200); Carnevali, Adriano (56732753400); Carnovale Scalzo, Giovanna (6503996332); Bovone, Cristina (24476942500); Busin, Massimo (57205977383)","24554546300; 57002719300; 54923648200; 56732753400; 6503996332; 24476942500; 57205977383","Results of viscobubble deep anterior lamellar keratoplasty after failure of pneumatic dissection","2018","British Journal of Ophthalmology","102","9","","1288","1292","4","16","10.1136/bjophthalmol-2017-311419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051950043&doi=10.1136%2fbjophthalmol-2017-311419&partnerID=40&md5=ff082a1b8c3394f355f85b05b6d4f640","Article","Final","","Scopus","2-s2.0-85051950043"
"Pinello L.; Busin M.; Fontana L.; Dua H.S.","Pinello, Luisa (6602719885); Busin, Massimo (57205977383); Fontana, Luigi (57361444300); Dua, Harminder S (7004633877)","6602719885; 57205977383; 57361444300; 7004633877","Application of (lamellar) keratoplasty and limbal stem cell transplantation for corneal clouding in the mucopolysaccharidoses - a review","2010","Clinical and Experimental Ophthalmology","38","SUPPL. 1","","52","62","10","10","10.1111/j.1442-9071.2010.02368.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955372825&doi=10.1111%2fj.1442-9071.2010.02368.x&partnerID=40&md5=33e762b3ba51e1e16bbe6dd5bd8b04d1","Review","Final","","Scopus","2-s2.0-77955372825"
